Student_ID,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
STU1960,307,109,2,1.7,1.2,9.72,0,0.72
STU1961,315,103,5,2.3,3.0,9.39,0,0.838
STU1962,311,93,2,1.4,1.5,8.44,1,0.705
STU1963,336,107,1,3.2,3.3,9.13,1,0.87
STU1964,331,100,2,1.5,4.9,8.65,1,0.753
STU1965,309,110,1,4.0,4.9,8.73,0,0.792
STU1966,308,106,1,2.9,2.6,9.41,0,0.749
STU1967,315,103,5,5.0,1.1,8.84,1,0.89
STU1968,316,108,1,4.1,3.7,7.73,1,0.788
STU1969,322,102,2,1.8,3.9,6.91,1,0.778
STU1970,320,109,4,3.0,3.0,9.0,0,0.835
STU1971,320,110,4,2.0,4.3,8.25,1,0.87
STU1972,314,104,4,2.6,2.3,7.91,0,0.737
STU1973,314,101,3,2.6,2.4,7.72,1,0.701
STU1974,330,115,3,1.6,3.3,8.62,1,0.842
STU1975,301,115,2,4.5,4.4,9.49,0,0.89
STU1976,332,111,2,2.8,2.9,7.21,1,0.778
STU1977,307,113,2,4.1,4.2,8.73,1,0.801
STU1978,314,120,4,1.1,2.4,7.2,0,0.718
STU1979,331,103,4,2.5,4.4,8.33,0,0.841
STU1980,324,113,5,4.1,4.9,8.66,1,0.922
STU1981,310,111,2,4.7,3.8,6.74,1,0.795
STU1982,331,96,1,2.1,1.4,7.86,1,0.727
STU1983,321,101,3,3.5,4.4,8.14,0,0.786
STU1984,324,96,3,1.2,4.2,7.2,1,0.757
STU1985,314,114,2,3.3,4.2,8.21,1,0.792
STU1986,312,120,2,4.2,3.8,7.33,1,0.905
STU1987,325,120,4,1.3,1.4,8.03,1,0.777
STU1988,322,103,1,2.0,3.5,8.79,0,0.745
STU1989,313,118,4,4.2,4.8,9.76,1,0.98
STU1990,312,114,2,4.1,3.4,7.76,1,0.83
STU1991,295,102,3,2.7,3.2,7.75,0,0.709
STU1992,316,104,3,3.4,4.3,8.51,1,0.849
STU1993,331,98,3,3.2,1.3,8.71,0,0.724
STU1994,316,95,1,2.3,2.5,7.98,0,0.703
STU1995,290,103,4,1.0,4.9,8.59,1,0.851
STU1996,313,104,5,5.0,4.1,8.57,0,0.87
STU1997,321,106,1,2.5,3.2,8.03,0,0.702
STU1998,291,102,1,1.6,2.7,9.87,0,0.745
STU1999,316,116,3,3.7,1.1,7.88,0,0.718
STU2000,318,103,3,4.2,2.9,8.25,0,0.727
STU2001,299,102,3,4.0,2.2,9.45,0,0.726
STU2002,322,101,2,2.9,1.3,9.02,1,0.79
STU2003,321,106,2,1.5,3.5,8.63,0,0.748
STU2004,312,105,4,1.2,2.0,8.12,1,0.807
STU2005,328,100,3,2.1,4.1,7.88,1,0.825
STU2006,310,106,1,3.2,2.7,8.95,1,0.724
STU2007,324,113,1,4.2,4.0,8.12,0,0.731
STU2008,311,90,4,2.4,2.1,8.59,0,0.748
STU2009,308,105,4,3.7,2.0,8.24,1,0.772
STU2010,301,103,3,5.0,1.3,9.79,0,0.804
STU2011,319,96,4,4.3,4.1,7.88,1,0.879
STU2012,312,111,3,4.2,1.1,8.97,0,0.812
STU2013,328,109,5,1.4,3.9,8.01,0,0.791
STU2014,313,107,4,2.5,3.0,7.55,1,0.805
STU2015,309,117,2,4.2,5.0,8.79,1,0.882
STU2016,316,112,1,4.4,1.1,8.66,1,0.815
STU2017,304,112,2,3.2,1.4,7.49,1,0.716
STU2018,324,101,5,1.2,3.9,8.82,0,0.779
STU2019,331,98,3,2.5,1.1,8.6,1,0.862
STU2020,292,106,4,2.0,2.9,8.64,0,0.739
STU2021,305,99,5,2.6,1.7,9.35,1,0.829
STU2022,298,110,1,2.6,4.7,8.06,1,0.78
STU2023,313,107,2,3.2,2.2,8.32,1,0.826
STU2024,300,100,4,4.0,1.6,7.32,1,0.739
STU2025,325,108,4,1.6,3.0,8.05,0,0.731
STU2026,311,107,1,3.8,4.3,7.66,0,0.745
STU2027,319,100,4,2.5,4.0,8.88,0,0.785
STU2028,312,100,3,3.2,2.9,8.53,1,0.851
STU2029,315,110,3,3.4,2.2,8.01,0,0.844
STU2030,326,109,3,1.7,1.3,8.86,1,0.835
STU2031,297,111,5,1.8,2.8,7.1,0,0.808
STU2032,309,103,2,2.2,1.2,8.97,0,0.782
STU2033,296,109,3,1.2,4.7,7.82,0,0.738
STU2034,308,109,3,3.2,1.0,9.23,0,0.74
STU2035,329,100,2,4.3,1.9,8.09,1,0.844
STU2036,323,91,2,4.5,3.5,9.24,1,0.817
STU2037,318,112,1,2.2,1.2,7.85,1,0.753
STU2038,323,108,2,3.1,4.2,7.79,0,0.727
STU2039,312,97,4,1.1,4.4,7.79,1,0.822
STU2040,320,115,2,1.2,3.1,10.0,0,0.751
STU2041,290,120,3,2.7,2.6,8.36,1,0.795
STU2042,310,106,2,2.6,4.4,7.98,0,0.758
STU2043,330,111,3,2.5,1.5,8.53,0,0.769
STU2044,295,107,4,4.5,4.2,9.01,0,0.894
STU2045,312,100,2,1.4,2.5,8.34,0,0.683
STU2046,315,118,2,1.3,4.8,8.35,1,0.809
STU2047,304,99,2,3.1,3.9,8.93,0,0.773
STU2048,316,114,3,2.2,4.2,7.88,0,0.745
STU2049,299,115,5,2.5,2.1,8.69,1,0.807
STU2050,320,106,3,3.2,4.5,8.56,0,0.786
STU2051,320,93,5,2.2,4.2,8.01,1,0.852
STU2052,329,91,3,2.8,3.1,8.38,1,0.788
STU2053,320,107,1,3.9,3.1,9.32,0,0.854
STU2054,310,109,4,1.2,4.4,8.94,0,0.774
STU2055,320,115,4,4.7,4.4,8.41,0,0.814
STU2056,330,113,4,3.4,2.3,7.64,0,0.829
STU2057,332,100,3,3.2,1.6,8.54,1,0.793
STU2058,323,102,4,1.9,3.5,8.47,0,0.748
STU2059,315,96,2,4.3,1.7,7.62,0,0.691
STU2060,315,109,4,2.8,1.1,7.39,1,0.792
STU2061,309,93,2,2.7,3.0,8.08,1,0.739
STU2062,301,120,3,4.6,3.3,8.67,1,0.891
STU2063,311,112,1,4.7,1.7,8.67,0,0.737
STU2064,327,110,1,2.1,3.3,9.3,1,0.833
STU2065,316,109,3,2.4,1.4,8.74,1,0.814
STU2066,310,96,2,4.8,2.0,8.16,1,0.77
STU2067,306,105,4,2.4,1.5,9.03,0,0.775
STU2068,324,102,4,2.7,4.4,7.73,0,0.837
STU2069,304,111,4,4.2,4.6,7.64,0,0.744
STU2070,318,107,1,3.4,4.3,8.87,0,0.786
STU2071,322,102,4,1.3,3.1,9.04,1,0.808
STU2072,307,96,2,2.2,4.0,7.52,1,0.748
STU2073,305,113,1,4.1,3.6,8.61,1,0.774
STU2074,319,105,4,2.0,3.3,6.68,1,0.858
STU2075,335,91,1,3.0,3.4,8.26,1,0.778
STU2076,313,102,1,2.3,3.7,8.76,0,0.716
STU2077,335,113,1,1.4,3.4,6.82,0,0.659
STU2078,309,93,4,1.9,3.0,7.66,1,0.798
STU2079,296,102,5,5.0,1.3,8.98,1,0.871
STU2080,297,107,1,1.3,2.3,8.18,1,0.729
STU2081,324,111,5,3.9,1.0,8.23,0,0.799
STU2082,314,106,5,3.6,2.7,8.88,1,0.815
STU2083,332,90,2,1.1,2.3,7.72,1,0.736
STU2084,313,110,3,2.6,1.9,9.53,0,0.808
STU2085,292,99,5,4.3,2.2,8.87,0,0.77
STU2086,317,104,4,1.5,3.1,8.23,1,0.81
STU2087,328,108,2,2.3,3.3,8.86,0,0.788
STU2088,315,94,1,2.1,2.5,7.9,1,0.688
STU2089,326,111,2,3.6,3.0,8.95,1,0.833
STU2090,306,106,5,1.9,3.7,8.37,0,0.773
STU2091,326,112,1,3.6,4.8,9.05,0,0.766
STU2092,337,115,4,2.0,4.1,9.17,0,0.838
STU2093,310,109,4,4.9,3.3,9.02,0,0.859
STU2094,324,109,4,3.6,2.3,10.0,1,0.904
STU2095,307,96,1,2.6,2.7,8.73,0,0.721
STU2096,297,113,4,3.5,2.5,9.46,0,0.874
STU2097,311,107,5,2.5,1.1,10.0,0,0.852
STU2098,309,112,1,4.9,3.4,8.51,0,0.724
STU2099,320,100,4,2.2,4.4,8.11,0,0.766
STU2100,317,106,1,4.8,3.8,6.57,1,0.742
STU2101,338,104,3,3.8,5.0,8.41,1,0.93
STU2102,326,106,5,4.1,4.9,9.48,0,0.823
STU2103,324,110,5,2.3,3.2,8.65,0,0.84
STU2104,301,104,5,2.5,2.3,8.86,0,0.772
STU2105,313,115,3,3.3,2.6,8.53,0,0.754
STU2106,324,94,5,4.8,2.0,7.62,1,0.875
STU2107,317,107,1,2.5,4.8,9.94,1,0.807
STU2108,315,107,4,3.7,4.0,8.8,0,0.845
STU2109,313,103,5,3.9,3.9,8.31,0,0.845
STU2110,314,108,2,3.8,2.0,8.9,0,0.78
STU2111,323,110,1,3.7,5.0,10.0,1,0.931
STU2112,301,103,1,4.8,2.0,7.92,0,0.746
STU2113,316,96,2,2.6,2.2,8.09,0,0.688
STU2114,307,105,3,1.7,4.7,9.13,1,0.794
STU2115,328,100,1,2.9,3.4,9.28,1,0.837
STU2116,307,109,1,3.8,2.5,7.55,1,0.803
STU2117,326,101,5,3.6,1.4,8.99,1,0.888
STU2118,320,103,5,4.5,4.7,8.53,1,0.897
STU2119,312,118,1,2.2,3.7,8.28,0,0.663
STU2120,334,102,1,2.6,2.5,8.49,0,0.733
STU2121,307,102,4,4.1,3.9,9.42,1,0.894
STU2122,300,108,5,4.4,4.3,7.94,1,0.971
STU2123,305,102,4,3.4,1.3,9.72,1,0.882
STU2124,309,113,2,2.2,4.5,8.66,1,0.847
STU2125,316,120,2,4.0,1.4,8.35,0,0.784
STU2126,311,102,2,1.3,4.4,7.98,1,0.714
STU2127,314,99,2,2.8,1.9,8.73,0,0.75
STU2128,316,108,5,2.2,1.8,9.25,1,0.88
STU2129,314,112,2,4.3,1.2,7.44,0,0.665
STU2130,311,109,2,2.9,2.5,8.82,1,0.788
STU2131,311,105,5,2.6,1.2,7.96,0,0.784
STU2132,301,90,4,3.3,3.6,7.47,0,0.745
STU2133,338,110,5,3.6,3.3,8.63,1,0.916
STU2134,332,104,3,2.8,2.9,9.19,0,0.748
STU2135,326,100,2,3.5,2.9,7.78,1,0.786
STU2136,329,110,1,4.2,2.8,7.79,0,0.713
STU2137,327,107,4,3.4,3.1,10.0,0,0.828
STU2138,312,112,5,2.9,2.2,9.5,1,0.896
STU2139,307,97,3,1.8,3.6,8.43,0,0.757
STU2140,322,97,1,4.7,2.0,8.72,0,0.739
STU2141,300,104,4,4.5,3.8,9.41,0,0.877
STU2142,299,115,1,2.3,1.9,9.53,1,0.786
STU2143,300,99,1,2.2,4.9,9.35,1,0.797
STU2144,312,105,1,4.4,1.2,8.5,1,0.712
STU2145,320,99,5,3.5,4.5,8.81,0,0.837
STU2146,312,102,2,1.8,3.2,8.76,0,0.731
STU2147,314,94,1,1.8,2.3,8.66,1,0.746
STU2148,321,109,3,4.7,1.1,8.64,0,0.804
STU2149,320,100,5,2.2,2.2,9.43,0,0.807
STU2150,331,104,5,1.6,3.9,9.38,0,0.814
STU2151,319,90,4,1.1,3.5,8.52,0,0.742
STU2152,300,103,4,2.0,1.1,7.83,1,0.741
STU2153,329,94,1,2.3,4.8,8.8,0,0.746
STU2154,324,91,4,2.7,3.6,8.2,0,0.82
STU2155,310,99,3,1.3,2.4,8.12,0,0.738
STU2156,300,107,1,3.2,2.0,8.45,1,0.735
STU2157,301,100,4,1.9,2.0,7.37,1,0.765
STU2158,314,112,1,3.4,4.8,7.26,0,0.749
STU2159,310,101,5,2.8,1.6,10.0,1,0.889
STU2160,325,103,5,3.9,3.0,9.37,1,0.852
STU2161,320,103,4,4.0,2.0,9.63,1,0.895
STU2162,307,108,2,2.3,4.9,8.99,1,0.795
STU2163,325,108,3,3.0,4.6,8.3,1,0.847
STU2164,336,103,3,3.2,2.3,7.94,0,0.809
STU2165,327,101,5,4.0,2.9,9.1,0,0.848
STU2166,318,104,5,4.3,4.7,8.48,1,0.913
STU2167,308,102,5,1.1,4.8,8.97,0,0.821
STU2168,313,116,2,4.4,1.6,8.74,0,0.711
STU2169,318,96,4,4.4,2.3,8.7,1,0.879
STU2170,298,108,4,4.1,4.7,9.87,1,0.904
STU2171,312,106,5,4.1,3.7,8.62,1,0.859
STU2172,320,104,5,3.9,4.9,8.02,0,0.838
STU2173,315,111,2,3.6,3.6,7.89,0,0.756
STU2174,297,109,5,4.0,2.4,8.19,0,0.82
STU2175,321,104,2,3.8,1.5,8.94,0,0.755
STU2176,330,99,1,1.6,2.6,8.49,0,0.726
STU2177,309,116,1,4.1,1.9,8.78,1,0.747
STU2178,317,104,1,1.7,4.7,8.69,0,0.663
STU2179,313,93,2,2.2,2.9,9.64,1,0.738
STU2180,327,112,4,3.2,4.3,7.64,1,0.851
STU2181,320,109,2,3.1,2.2,8.82,0,0.766
STU2182,314,104,4,2.6,1.6,8.57,1,0.762
STU2183,325,105,1,4.8,4.3,9.39,1,0.847
STU2184,313,110,2,3.9,4.7,8.8,0,0.791
STU2185,315,94,1,1.2,4.8,9.64,0,0.79
STU2186,298,96,3,3.5,2.6,8.89,1,0.762
STU2187,304,103,1,1.9,2.3,8.51,1,0.802
STU2188,318,107,4,3.7,1.3,7.4,1,0.792
STU2189,299,92,5,3.0,4.1,7.85,0,0.729
STU2190,316,112,3,2.6,3.0,9.3,1,0.855
STU2191,312,105,1,2.1,1.3,9.48,0,0.725
STU2192,311,105,1,3.8,3.7,8.53,1,0.763
STU2193,321,99,1,3.5,2.9,7.84,0,0.685
STU2194,312,92,4,2.0,4.9,9.16,0,0.757
STU2195,321,100,4,3.7,3.6,8.42,1,0.847
STU2196,327,111,4,2.8,1.5,8.88,1,0.854
STU2197,312,110,5,2.0,4.7,8.78,1,0.872
STU2198,305,105,5,2.5,4.5,9.68,0,0.871
STU2199,298,113,2,4.1,4.3,8.62,0,0.812
STU2200,333,106,4,2.4,1.3,8.85,1,0.856
STU2201,319,111,3,4.7,4.4,9.26,0,0.792
STU2202,316,97,2,3.3,1.7,8.92,1,0.793
STU2203,303,103,5,3.5,3.7,8.63,1,0.897
STU2204,332,120,2,1.6,3.1,7.93,0,0.756
STU2205,314,105,5,1.3,4.6,8.52,1,0.883
STU2206,313,95,1,1.0,3.0,8.48,0,0.702
STU2207,318,106,1,1.7,1.5,9.24,0,0.764
STU2208,329,96,5,3.9,4.1,8.13,1,0.912
STU2209,324,105,3,4.1,1.5,8.67,0,0.757
STU2210,306,109,2,5.0,4.0,8.14,1,0.833
STU2211,329,93,1,4.3,4.9,8.87,0,0.799
STU2212,307,104,4,4.2,1.0,7.34,0,0.751
STU2213,315,113,3,4.5,3.1,8.06,0,0.789
STU2214,324,101,5,1.6,2.8,8.24,0,0.785
STU2215,311,113,3,2.2,2.5,9.84,1,0.812
STU2216,298,108,3,4.4,1.1,7.76,1,0.781
STU2217,324,100,2,4.6,4.9,8.07,1,0.825
STU2218,299,104,1,2.2,4.6,8.51,1,0.825
STU2219,298,107,2,3.8,4.3,7.99,0,0.723
STU2220,333,106,5,2.7,4.7,8.77,0,0.868
STU2221,317,103,1,3.6,1.9,7.73,0,0.682
STU2222,295,115,1,4.4,2.6,9.77,0,0.8
STU2223,312,100,4,2.7,2.1,8.64,1,0.844
STU2224,312,108,2,3.2,3.6,8.55,1,0.79
STU2225,306,99,1,3.0,5.0,9.17,0,0.817
STU2226,316,116,3,3.6,4.4,8.87,0,0.874
STU2227,313,107,1,2.9,3.7,6.98,1,0.696
STU2228,314,106,5,4.9,4.4,8.31,0,0.892
STU2229,313,116,1,2.9,3.0,8.37,0,0.741
STU2230,316,110,2,1.2,4.4,8.84,0,0.765
STU2231,305,106,5,1.2,2.3,10.0,0,0.8
STU2232,315,104,4,4.4,1.1,8.52,1,0.847
STU2233,327,99,1,1.2,3.5,7.31,0,0.699
STU2234,333,106,5,4.0,4.2,7.82,1,0.945
STU2235,311,104,4,2.6,2.3,9.88,1,0.816
STU2236,324,108,4,4.3,5.0,8.82,1,0.887
STU2237,305,103,1,3.4,3.8,8.75,0,0.752
STU2238,330,106,4,1.4,1.7,8.65,0,0.728
STU2239,297,96,3,2.6,1.3,8.31,1,0.747
STU2240,328,91,1,1.9,1.3,9.28,0,0.738
STU2241,313,112,2,4.1,2.8,7.63,1,0.855
STU2242,308,112,2,3.6,4.5,8.68,1,0.841
STU2243,307,109,4,1.6,4.8,9.29,0,0.76
STU2244,303,92,2,2.7,4.3,9.72,1,0.813
STU2245,326,102,4,1.8,2.3,8.43,1,0.834
STU2246,305,102,3,4.8,3.4,8.18,0,0.785
STU2247,321,109,1,5.0,3.7,7.05,1,0.813
STU2248,301,97,5,2.2,4.3,8.52,1,0.836
STU2249,321,114,3,3.6,3.0,7.65,1,0.792
STU2250,312,104,5,1.9,1.7,7.52,1,0.779
STU2251,312,100,1,4.4,1.0,8.9,0,0.711
STU2252,309,103,5,1.5,2.2,7.87,0,0.734
STU2253,311,93,2,1.4,4.7,7.55,0,0.73
STU2254,313,105,2,2.2,3.5,8.83,0,0.76
STU2255,307,102,1,1.5,3.1,7.55,0,0.731
STU2256,291,114,1,4.8,2.8,9.21,1,0.816
STU2257,319,111,2,2.8,3.8,8.87,0,0.747
STU2258,316,105,5,4.6,1.7,8.92,1,0.876
STU2259,322,120,1,3.1,3.0,7.35,0,0.715
STU2260,326,104,1,5.0,3.6,9.96,0,0.815
STU2261,308,111,3,3.9,3.3,9.15,0,0.789
STU2262,310,118,1,4.9,3.1,8.68,0,0.751
STU2263,320,95,4,2.7,2.9,8.41,1,0.811
STU2264,312,113,5,4.5,3.4,8.4,0,0.809
STU2265,311,102,2,2.0,2.6,9.22,1,0.785
STU2266,325,103,2,2.4,3.7,8.12,1,0.751
STU2267,304,110,4,1.9,1.9,8.31,0,0.712
STU2268,300,117,3,3.1,3.8,9.77,0,0.871
STU2269,314,102,5,3.5,1.9,9.07,1,0.856
STU2270,307,102,4,3.6,3.0,7.67,0,0.78
STU2271,313,104,1,3.7,4.7,8.55,0,0.718
STU2272,306,114,2,2.6,1.6,9.12,1,0.845
STU2273,315,108,1,2.7,2.6,9.51,1,0.85
STU2274,326,99,2,2.5,4.7,9.34,0,0.811
STU2275,315,104,1,4.5,4.3,7.9,1,0.869
STU2276,328,101,2,1.6,4.5,7.96,0,0.753
STU2277,318,98,5,4.6,3.9,9.4,1,0.858
STU2278,321,104,2,1.5,3.6,8.96,0,0.736
STU2279,313,102,5,2.2,2.2,7.85,0,0.739
STU2280,314,108,2,4.1,3.4,8.17,1,0.838
STU2281,309,96,2,4.5,4.6,8.58,0,0.811
STU2282,309,108,2,3.3,4.6,8.73,0,0.796
STU2283,314,103,2,3.6,2.1,8.14,0,0.713
STU2284,302,112,1,4.5,3.5,8.75,1,0.767
STU2285,325,114,1,2.9,3.7,9.07,1,0.783
STU2286,316,106,4,3.4,2.7,8.71,0,0.771
STU2287,328,104,1,4.4,1.3,8.88,0,0.688
STU2288,324,103,5,1.6,1.8,7.52,1,0.815
STU2289,314,106,3,1.0,3.9,8.57,1,0.803
STU2290,313,104,2,3.9,3.1,9.25,0,0.772
STU2291,318,109,3,2.8,2.2,8.62,1,0.852
STU2292,291,98,2,4.1,4.9,8.24,1,0.827
STU2293,312,111,2,1.7,2.8,8.09,1,0.789
STU2294,330,97,5,2.6,3.2,8.56,1,0.847
STU2295,329,102,1,3.6,1.9,7.29,1,0.713
STU2296,309,105,3,1.4,2.4,9.01,0,0.718
STU2297,317,102,1,3.4,4.8,8.6,0,0.802
STU2298,309,106,2,4.2,3.8,7.56,0,0.73
STU2299,324,115,5,3.7,3.1,8.78,1,0.951
STU2300,318,97,1,5.0,4.9,8.11,0,0.75
STU2301,327,105,5,2.8,3.7,6.62,0,0.82
STU2302,328,107,2,2.0,4.0,9.67,0,0.807
STU2303,309,95,1,3.1,3.0,7.39,1,0.757
STU2304,311,99,2,2.0,3.7,7.05,1,0.767
STU2305,323,105,1,1.0,1.8,9.33,0,0.73
STU2306,340,93,5,3.3,2.7,8.24,0,0.769
STU2307,335,102,5,3.8,4.1,9.43,1,0.9
STU2308,308,99,5,2.0,2.7,8.79,0,0.792
STU2309,307,110,5,3.8,4.3,8.07,1,0.89
STU2310,307,90,1,2.5,1.4,7.51,0,0.678
STU2311,323,104,5,3.5,2.3,7.55,1,0.882
STU2312,319,104,5,2.5,4.8,9.41,1,0.888
STU2313,307,110,2,4.2,2.7,6.58,1,0.782
STU2314,309,106,2,4.9,3.8,7.81,1,0.772
STU2315,330,101,4,3.5,3.8,9.33,0,0.834
STU2316,318,115,2,4.9,3.2,8.48,1,0.856
STU2317,304,104,5,1.9,4.1,7.54,0,0.789
STU2318,318,104,2,1.5,4.2,8.67,1,0.759
STU2319,316,103,2,1.8,1.4,9.03,0,0.725
STU2320,313,104,4,4.4,4.3,8.23,0,0.892
STU2321,311,99,5,4.4,2.5,8.04,0,0.873
STU2322,319,106,5,1.7,2.2,8.93,1,0.823
STU2323,306,108,1,2.9,5.0,8.58,0,0.753
STU2324,307,104,1,4.1,4.7,8.22,0,0.768
STU2325,319,97,1,1.6,2.0,7.34,0,0.672
STU2326,318,99,3,4.9,4.4,8.2,0,0.794
STU2327,325,101,4,2.3,1.1,8.48,1,0.812
STU2328,316,108,2,3.2,3.1,7.53,0,0.757
STU2329,323,98,2,2.4,4.5,8.91,1,0.812
STU2330,308,108,2,3.9,3.6,8.58,0,0.722
STU2331,311,114,5,2.6,4.9,8.54,0,0.827
STU2332,298,91,2,3.1,4.0,8.95,1,0.771
STU2333,307,111,1,2.4,1.3,8.59,0,0.696
STU2334,309,112,4,2.8,1.4,6.79,0,0.769
STU2335,311,103,2,3.7,3.6,8.78,0,0.796
STU2336,324,98,3,4.4,2.9,7.3,1,0.834
STU2337,308,104,2,3.9,5.0,8.76,1,0.855
STU2338,312,99,4,1.9,4.0,9.02,0,0.777
STU2339,337,101,1,1.4,1.0,9.85,1,0.75
STU2340,321,113,2,4.7,3.4,8.68,1,0.835
STU2341,318,101,1,4.9,3.7,8.4,0,0.724
STU2342,307,114,3,2.0,3.1,10.0,1,0.821
STU2343,308,104,4,4.0,3.1,8.18,0,0.753
STU2344,305,99,3,1.5,1.5,8.29,1,0.773
STU2345,313,103,4,3.6,4.1,8.32,0,0.759
STU2346,317,103,2,2.5,3.1,8.72,1,0.757
STU2347,304,101,4,4.9,3.3,8.54,0,0.807
STU2348,294,102,2,3.8,3.7,7.84,0,0.738
STU2349,314,93,5,4.2,3.0,8.83,1,0.822
STU2350,325,100,2,4.3,1.0,8.57,1,0.821
STU2351,301,96,3,2.9,1.1,8.21,1,0.744
STU2352,310,111,5,4.5,4.9,9.53,1,0.945
STU2353,324,104,2,2.7,4.5,9.65,0,0.829
STU2354,318,106,1,2.6,4.8,8.95,0,0.798
STU2355,323,110,5,2.6,1.7,8.93,0,0.758
STU2356,333,117,5,2.7,4.0,8.3,1,0.902
STU2357,319,99,3,3.6,4.3,10.0,1,0.872
STU2358,310,93,1,3.6,4.7,8.18,0,0.765
STU2359,305,115,2,2.7,1.4,7.4,1,0.76
STU2360,306,103,3,2.5,4.8,9.2,1,0.853
STU2361,311,107,2,2.1,2.4,8.64,1,0.785
STU2362,324,99,4,1.8,2.7,9.92,1,0.852
STU2363,321,111,2,3.8,3.9,8.05,1,0.835
STU2364,296,104,1,2.6,3.9,8.28,1,0.774
STU2365,315,106,1,1.4,4.9,7.95,0,0.778
STU2366,308,106,5,4.7,4.8,7.84,1,0.905
STU2367,322,106,2,3.5,3.4,8.76,1,0.814
STU2368,330,103,4,1.6,2.6,9.86,0,0.815
STU2369,334,107,2,2.0,1.5,8.81,1,0.763
STU2370,323,103,2,3.2,3.0,8.38,0,0.807
STU2371,320,119,4,4.3,2.3,8.6,1,0.878
STU2372,322,103,2,4.5,2.1,8.76,0,0.758
STU2373,312,106,1,4.3,1.7,9.11,0,0.767
STU2374,299,99,5,3.0,2.1,8.82,0,0.812
STU2375,308,105,1,1.4,4.0,9.1,1,0.783
STU2376,309,109,5,4.7,1.1,9.64,1,0.858
STU2377,314,113,3,4.2,4.6,8.06,0,0.788
STU2378,336,102,1,2.9,2.2,9.47,0,0.729
STU2379,314,108,4,2.8,1.4,9.78,1,0.808
STU2380,325,101,2,3.3,3.5,7.43,1,0.82
STU2381,336,103,2,2.5,3.3,8.63,0,0.793
STU2382,311,109,5,2.3,2.7,8.43,1,0.871
STU2383,293,96,2,4.5,4.1,8.2,0,0.769
STU2384,328,116,1,2.8,4.1,7.46,0,0.756
STU2385,324,98,2,4.0,4.8,9.09,1,0.811
STU2386,321,120,4,4.3,4.0,8.75,1,0.9
STU2387,321,97,5,2.5,3.3,8.66,1,0.822
STU2388,306,97,4,4.9,1.2,9.09,0,0.692
STU2389,332,106,3,1.2,1.9,7.69,0,0.729
STU2390,311,105,2,1.9,3.9,8.89,0,0.727
STU2391,328,110,5,1.9,2.4,9.13,1,0.838
STU2392,317,106,3,3.4,1.9,8.52,0,0.798
STU2393,324,96,3,1.2,4.1,9.58,1,0.819
STU2394,323,108,1,1.1,2.0,8.47,1,0.753
STU2395,311,120,1,4.6,2.2,7.91,1,0.815
STU2396,324,106,1,3.5,3.6,8.83,0,0.754
STU2397,329,98,3,2.2,3.3,8.18,0,0.767
STU2398,314,101,3,4.9,4.9,8.47,0,0.865
STU2399,312,117,5,4.7,4.9,7.75,1,0.952
STU2400,314,99,1,1.4,4.5,7.45,0,0.674
STU2401,311,94,3,1.1,2.7,7.34,0,0.695
STU2402,298,107,3,3.5,2.9,9.05,1,0.834
STU2403,328,99,2,3.8,4.5,9.84,1,0.864
STU2404,301,94,2,2.8,3.4,8.65,0,0.724
STU2405,328,109,3,2.6,4.3,8.05,0,0.74
STU2406,333,103,4,3.8,1.2,8.39,0,0.804
STU2407,301,119,4,3.3,2.3,7.54,0,0.749
STU2408,324,102,5,3.0,1.7,8.01,0,0.801
STU2409,311,102,5,2.4,3.9,7.64,1,0.825
STU2410,294,97,1,4.6,3.4,8.83,0,0.747
STU2411,317,106,1,4.6,4.3,9.35,0,0.817
STU2412,320,112,2,3.8,1.5,8.01,1,0.784
STU2413,330,107,1,2.6,2.7,8.1,0,0.694
STU2414,335,106,4,1.4,3.8,8.22,1,0.845
STU2415,307,112,3,4.1,2.8,8.0,0,0.778
STU2416,307,99,1,4.5,2.0,8.13,0,0.694
STU2417,318,101,5,3.2,1.8,8.8,0,0.801
STU2418,321,105,5,2.0,3.5,8.86,1,0.89
STU2419,313,101,1,4.4,2.8,8.43,0,0.766
STU2420,322,102,3,3.9,5.0,8.52,1,0.892
STU2421,326,98,4,4.1,3.0,8.7,0,0.818
STU2422,320,111,5,2.6,4.3,8.8,0,0.825
STU2423,316,92,1,4.8,3.9,9.84,0,0.8
STU2424,320,101,3,3.8,1.2,9.01,1,0.819
STU2425,310,105,2,3.3,3.0,7.98,0,0.729
STU2426,332,103,2,3.2,2.8,9.25,1,0.799
STU2427,319,104,1,2.6,4.8,9.28,1,0.828
STU2428,326,106,4,5.0,1.7,8.86,0,0.824
STU2429,326,116,4,3.3,3.6,8.42,0,0.814
STU2430,312,107,2,1.6,4.2,8.87,0,0.708
STU2431,319,120,2,3.4,4.7,7.56,1,0.79
STU2432,293,107,2,4.1,2.4,7.92,1,0.795
STU2433,320,97,4,4.7,4.0,8.14,1,0.894
STU2434,317,104,4,3.7,2.3,8.3,1,0.837
STU2435,298,111,1,3.1,3.0,7.7,0,0.677
STU2436,314,102,1,4.2,2.6,8.18,1,0.791
STU2437,302,116,4,1.4,4.9,8.05,0,0.851
STU2438,309,102,3,4.8,4.3,8.14,0,0.789
STU2439,296,120,2,1.1,1.5,9.3,1,0.799
STU2440,309,95,1,1.0,1.6,7.89,0,0.599
